Species,Class,Student,Years,Status,Change,
Cinclodes pabsti,Birds,Anita,1998,LR/lc,NA,
Cinclodes pabsti,Birds,Anita,1999,LR/lc,NA,
Cinclodes pabsti,Birds,Anita,2000,LR/lc,NA,
Cinclodes pabsti,Birds,Anita,2001,LR/lc,NA,
Cinclodes pabsti,Birds,Anita,2002,LR/lc,NA,
Cinclodes pabsti,Birds,Anita,2003,LR/lc,NA,
Cinclodes pabsti,Birds,Anita,2004,LC,NA,
Cinclodes pabsti,Birds,Anita,2005,LC,NA,
Cinclodes pabsti,Birds,Anita,2006,LC,NA,
Cinclodes pabsti,Birds,Anita,2007,NT,N,
Cinclodes pabsti,Birds,Anita,2008,NT,NA,
Cinclodes pabsti,Birds,Anita,2009,NT,NA,
Cinclodes pabsti,Birds,Anita,2010,NT,NA,
Cinclodes pabsti,Birds,Anita,2011,NT,NA,
Cinclodes pabsti,Birds,Anita,2012,NT,NA,
Cinclodes pabsti,Birds,Anita,2013,NT,NA,
Cinclodes pabsti,Birds,Anita,2014,NT,NA,
Cinclodes pabsti,Birds,Anita,2015,NT,NA,
Coeligena orina,Birds,Christina,1998,LR/lc,NA,
Coeligena orina,Birds,Christina,1999,LR/lc,NA,
Coeligena orina,Birds,Christina,2000,LR/lc,NA,
Coeligena orina,Birds,Christina,2001,LR/lc,NA,
Coeligena orina,Birds,Christina,2002,LR/lc,NA,
Coeligena orina,Birds,Christina,2003,LR/lc,NA,
Coeligena orina,Birds,Christina,2004,LC,NA,
Coeligena orina,Birds,Christina,2005,LC,NA,
Coeligena orina,Birds,Christina,2006,LC,NA,
Coeligena orina,Birds,Christina,2007,CR,NG,
Coeligena orina,Birds,Christina,2008,CR,NA,
Coeligena orina,Birds,Christina,2009,CR,NA,
Coeligena orina,Birds,Christina,2010,CR,NA,
Coeligena orina,Birds,Christina,2011,CR,NA,
Coeligena orina,Birds,Christina,2012,CR,NA,
Coeligena orina,Birds,Christina,2013,CR,NA,
Coeligena orina,Birds,Christina,2014,CR,NA,
Coeligena orina,Birds,Christina,2015,CR,NA,
Coeligena orina,Birds,Anita,1998,LR/lc,NA,
Coeligena orina,Birds,Anita,1999,LR/lc,NA,
Coeligena orina,Birds,Anita,2000,LR/lc,NA,
Coeligena orina,Birds,Anita,2001,LR/lc,NA,
Coeligena orina,Birds,Anita,2002,LR/lc,NA,
Coeligena orina,Birds,Anita,2003,LR/lc,NA,
Coeligena orina,Birds,Anita,2004,LC,NA,
Coeligena orina,Birds,Anita,2005,LC,NA,
Coeligena orina,Birds,Anita,2006,LC,NA,
Coeligena orina,Birds,Anita,2007,CR,N,
Coeligena orina,Birds,Anita,2008,CR,NA,
Coeligena orina,Birds,Anita,2009,CR,NA,
Coeligena orina,Birds,Anita,2010,CR,NA,
Coeligena orina,Birds,Anita,2011,CR,NA,
Coeligena orina,Birds,Anita,2012,CR,NA,
Coeligena orina,Birds,Anita,2013,CR,NA,
Coeligena orina,Birds,Anita,2014,CR,NA,
Coeligena orina,Birds,Anita,2015,CR,NA,
Corvus unicolor,Birds,Christina,1998,VU,NA,
Corvus unicolor,Birds,Christina,1999,VU,NA,
Corvus unicolor,Birds,Christina,2000,EN,NA,
Corvus unicolor,Birds,Christina,2001,EN,NA,
Corvus unicolor,Birds,Christina,2002,EN,NA,
Corvus unicolor,Birds,Christina,2003,EN,NA,
Corvus unicolor,Birds,Christina,2004,EN,NA,
Corvus unicolor,Birds,Christina,2005,CR,NA,
Corvus unicolor,Birds,Christina,2006,CR,NA,
Corvus unicolor,Birds,Christina,2007,CR,N,
Corvus unicolor,Birds,Christina,2008,CR,NA,
Corvus unicolor,Birds,Christina,2009,CR,NA,
Corvus unicolor,Birds,Christina,2010,CR,NA,
Corvus unicolor,Birds,Christina,2011,CR,NA,
Corvus unicolor,Birds,Christina,2012,CR,NA,
Corvus unicolor,Birds,Christina,2013,CR,NA,
Corvus unicolor,Birds,Christina,2014,CR,NA,
Corvus unicolor,Birds,Christina,2015,CR,NA,
Corvus unicolor,Birds,Anita,1998,VU,NA,
Corvus unicolor,Birds,Anita,1999,VU,NA,
Corvus unicolor,Birds,Anita,2000,EN,NA,
Corvus unicolor,Birds,Anita,2001,EN,NA,
Corvus unicolor,Birds,Anita,2002,EN,NA,
Corvus unicolor,Birds,Anita,2003,EN,NA,
Corvus unicolor,Birds,Anita,2004,EN,NA,
Corvus unicolor,Birds,Anita,2005,CR,NA,
Corvus unicolor,Birds,Anita,2006,CR,NA,
Corvus unicolor,Birds,Anita,2007,CR,N,
Corvus unicolor,Birds,Anita,2008,CR,NA,
Corvus unicolor,Birds,Anita,2009,CR,NA,
Corvus unicolor,Birds,Anita,2010,CR,NA,
Corvus unicolor,Birds,Anita,2011,CR,NA,
Corvus unicolor,Birds,Anita,2012,CR,NA,
Corvus unicolor,Birds,Anita,2013,CR,NA,
Corvus unicolor,Birds,Anita,2014,CR,NA,
Corvus unicolor,Birds,Anita,2015,CR,NA,
Euphagus carolinus,Birds,Christina,1998,LR/lc,NA,
Euphagus carolinus,Birds,Christina,1999,LR/lc,NA,
Euphagus carolinus,Birds,Christina,2000,LR/lc,NA,
Euphagus carolinus,Birds,Christina,2001,LR/lc,NA,
Euphagus carolinus,Birds,Christina,2002,LR/lc,NA,
Euphagus carolinus,Birds,Christina,2003,LR/lc,NA,
Euphagus carolinus,Birds,Christina,2004,LC,NA,
Euphagus carolinus,Birds,Christina,2005,LC,NA,
Euphagus carolinus,Birds,Christina,2006,LC,NG,
Euphagus carolinus,Birds,Christina,2007,VU,NA,
Euphagus carolinus,Birds,Christina,2008,VU,NA,
Euphagus carolinus,Birds,Christina,2009,VU,NA,
Euphagus carolinus,Birds,Christina,2010,VU,NA,
Euphagus carolinus,Birds,Christina,2011,VU,NA,
Euphagus carolinus,Birds,Christina,2012,VU,NA,
Euphagus carolinus,Birds,Christina,2013,VU,NA,
Euphagus carolinus,Birds,Christina,2014,VU,NA,
Euphagus carolinus,Birds,Christina,2015,VU,NA,
Euphagus carolinus,Birds,Anita,1998,LR/lc,NA,
Euphagus carolinus,Birds,Anita,1999,LR/lc,NA,
Euphagus carolinus,Birds,Anita,2000,LR/lc,NA,
Euphagus carolinus,Birds,Anita,2001,LR/lc,NA,
Euphagus carolinus,Birds,Anita,2002,LR/lc,NA,
Euphagus carolinus,Birds,Anita,2003,LR/lc,NA,
Euphagus carolinus,Birds,Anita,2004,LC,NA,
Euphagus carolinus,Birds,Anita,2005,LC,NA,
Euphagus carolinus,Birds,Anita,2006,LC,NA,
Euphagus carolinus,Birds,Anita,2007,VU,N,
Euphagus carolinus,Birds,Anita,2008,VU,NA,
Euphagus carolinus,Birds,Anita,2009,VU,NA,
Euphagus carolinus,Birds,Anita,2010,VU,NA,
Euphagus carolinus,Birds,Anita,2011,VU,NA,
Euphagus carolinus,Birds,Anita,2012,VU,NA,
Euphagus carolinus,Birds,Anita,2013,VU,NA,
Euphagus carolinus,Birds,Anita,2014,VU,NA,
Euphagus carolinus,Birds,Anita,2015,VU,NA,
Eurystomus azureus,Birds,Christina,1998,LR/lc,NA,
Eurystomus azureus,Birds,Christina,1999,LR/lc,NA,
Eurystomus azureus,Birds,Christina,2000,VU,NA,
Eurystomus azureus,Birds,Christina,2001,VU,NA,
Eurystomus azureus,Birds,Christina,2002,VU,NA,
Eurystomus azureus,Birds,Christina,2003,VU,NA,
Eurystomus azureus,Birds,Christina,2004,VU,NA,
Eurystomus azureus,Birds,Christina,2005,VU,NA,
Eurystomus azureus,Birds,Christina,2006,VU,NG,
Eurystomus azureus,Birds,Christina,2007,NT,NA,
Eurystomus azureus,Birds,Christina,2008,NT,NA,
Eurystomus azureus,Birds,Christina,2009,NT,NA,
Eurystomus azureus,Birds,Christina,2010,NT,NA,
Eurystomus azureus,Birds,Christina,2011,NT,NA,
Eurystomus azureus,Birds,Christina,2012,NT,NA,
Eurystomus azureus,Birds,Christina,2013,NT,NA,
Eurystomus azureus,Birds,Christina,2014,NT,NA,
Eurystomus azureus,Birds,Christina,2015,NT,NA,
Eurystomus azureus,Birds,Anita,1998,LR/lc,NA,
Eurystomus azureus,Birds,Anita,1999,LR/lc,NA,
Eurystomus azureus,Birds,Anita,2000,VU,NA,
Eurystomus azureus,Birds,Anita,2001,VU,NA,
Eurystomus azureus,Birds,Anita,2002,VU,NA,
Eurystomus azureus,Birds,Anita,2003,VU,NA,
Eurystomus azureus,Birds,Anita,2004,VU,NA,
Eurystomus azureus,Birds,Anita,2005,VU,NA,
Eurystomus azureus,Birds,Anita,2006,VU,NA,
Eurystomus azureus,Birds,Anita,2007,NT,N,
Eurystomus azureus,Birds,Anita,2008,NT,NA,
Eurystomus azureus,Birds,Anita,2009,NT,NA,
Eurystomus azureus,Birds,Anita,2010,NT,NA,
Eurystomus azureus,Birds,Anita,2011,NT,NA,
Eurystomus azureus,Birds,Anita,2012,NT,NA,
Eurystomus azureus,Birds,Anita,2013,NT,NA,
Eurystomus azureus,Birds,Anita,2014,NT,NA,
Eurystomus azureus,Birds,Anita,2015,NT,NA,
Ficedula henrici,Birds,Christina,1998,VU,NA,
Ficedula henrici,Birds,Christina,1999,VU,NA,
Ficedula henrici,Birds,Christina,2000,VU,NA,
Ficedula henrici,Birds,Christina,2001,VU,NA,
Ficedula henrici,Birds,Christina,2002,VU,NA,
Ficedula henrici,Birds,Christina,2003,VU,NA,
Ficedula henrici,Birds,Christina,2004,VU,NA,
Ficedula henrici,Birds,Christina,2005,VU,NA,
Ficedula henrici,Birds,Christina,2006,VU,NG,
Ficedula henrici,Birds,Christina,2007,NT,NA,
Ficedula henrici,Birds,Christina,2008,NT,NA,
Ficedula henrici,Birds,Christina,2009,NT,NA,
Ficedula henrici,Birds,Christina,2010,NT,NA,
Ficedula henrici,Birds,Christina,2011,NT,NA,
Ficedula henrici,Birds,Christina,2012,NT,NA,
Ficedula henrici,Birds,Christina,2013,NT,NA,
Ficedula henrici,Birds,Christina,2014,NT,NA,
Ficedula henrici,Birds,Christina,2015,NT,NA,
Ficedula henrici,Birds,Anita,1998,VU,NA,
Ficedula henrici,Birds,Anita,1999,VU,NA,
Ficedula henrici,Birds,Anita,2000,VU,NA,
Ficedula henrici,Birds,Anita,2001,VU,NA,
Ficedula henrici,Birds,Anita,2002,VU,NA,
Ficedula henrici,Birds,Anita,2003,VU,NA,
Ficedula henrici,Birds,Anita,2004,VU,NA,
Ficedula henrici,Birds,Anita,2005,VU,NA,
Ficedula henrici,Birds,Anita,2006,VU,NA,
Ficedula henrici,Birds,Anita,2007,NT,N,
Ficedula henrici,Birds,Anita,2008,NT,NA,
Ficedula henrici,Birds,Anita,2009,NT,NA,
Ficedula henrici,Birds,Anita,2010,NT,NA,
Ficedula henrici,Birds,Anita,2011,NT,NA,
Ficedula henrici,Birds,Anita,2012,NT,NA,
Ficedula henrici,Birds,Anita,2013,NT,NA,
Ficedula henrici,Birds,Anita,2014,NT,NA,
Ficedula henrici,Birds,Anita,2015,NT,NA,
Francolinus streptophorus,Birds,Christina,1998,LR/lc,NA,
Francolinus streptophorus,Birds,Christina,1999,LR/lc,NA,
Francolinus streptophorus,Birds,Christina,2000,LR/lc,NA,
Francolinus streptophorus,Birds,Christina,2001,LR/lc,NA,
Francolinus streptophorus,Birds,Christina,2002,LR/lc,NA,
Francolinus streptophorus,Birds,Christina,2003,LR/lc,NA,
Francolinus streptophorus,Birds,Christina,2004,LC,NA,
Francolinus streptophorus,Birds,Christina,2005,LC,NA,
Francolinus streptophorus,Birds,Christina,2006,LC,NA,
Francolinus streptophorus,Birds,Christina,2007,NT,N,
Francolinus streptophorus,Birds,Christina,2008,NT,NA,
Francolinus streptophorus,Birds,Christina,2009,NT,NA,
Francolinus streptophorus,Birds,Christina,2010,NT,NA,
Francolinus streptophorus,Birds,Christina,2011,NT,NA,
Francolinus streptophorus,Birds,Christina,2012,NT,NA,
Francolinus streptophorus,Birds,Christina,2013,NT,NA,
Francolinus streptophorus,Birds,Christina,2014,NT,NA,
Francolinus streptophorus,Birds,Christina,2015,NT,NA,
Francolinus streptophorus,Birds,Anita,1998,LR/lc,NA,
Francolinus streptophorus,Birds,Anita,1999,LR/lc,NA,
Francolinus streptophorus,Birds,Anita,2000,LR/lc,NA,
Francolinus streptophorus,Birds,Anita,2001,LR/lc,NA,
Francolinus streptophorus,Birds,Anita,2002,LR/lc,NA,
Francolinus streptophorus,Birds,Anita,2003,LR/lc,NA,
Francolinus streptophorus,Birds,Anita,2004,LC,NA,
Francolinus streptophorus,Birds,Anita,2005,LC,NA,
Francolinus streptophorus,Birds,Anita,2006,LC,NA,
Francolinus streptophorus,Birds,Anita,2007,NT,N,
Francolinus streptophorus,Birds,Anita,2008,NT,NA,
Francolinus streptophorus,Birds,Anita,2009,NT,NA,
Francolinus streptophorus,Birds,Anita,2010,NT,NA,
Francolinus streptophorus,Birds,Anita,2011,NT,NA,
Francolinus streptophorus,Birds,Anita,2012,NT,NA,
Francolinus streptophorus,Birds,Anita,2013,NT,NA,
Francolinus streptophorus,Birds,Anita,2014,NT,NA,
Francolinus streptophorus,Birds,Anita,2015,NT,NA,
Gallicolumba crinigera,Birds,Christina,1998,VU,NA,
Gallicolumba crinigera,Birds,Christina,1999,VU,NA,
Gallicolumba crinigera,Birds,Christina,2000,EN,NA,
Gallicolumba crinigera,Birds,Christina,2001,EN,NA,
Gallicolumba crinigera,Birds,Christina,2002,EN,NA,
Gallicolumba crinigera,Birds,Christina,2003,EN,NA,
Gallicolumba crinigera,Birds,Christina,2004,EN,NA,
Gallicolumba crinigera,Birds,Christina,2005,EN,NA,
Gallicolumba crinigera,Birds,Christina,2006,EN,N,
Gallicolumba crinigera,Birds,Christina,2007,VU,NA,
Gallicolumba crinigera,Birds,Christina,2008,VU,NA,
Gallicolumba crinigera,Birds,Christina,2009,VU,NA,
Gallicolumba crinigera,Birds,Christina,2010,VU,NA,
Gallicolumba crinigera,Birds,Christina,2011,VU,NA,
Gallicolumba crinigera,Birds,Christina,2012,VU,NA,
Gallicolumba crinigera,Birds,Christina,2013,VU,NA,
Gallicolumba crinigera,Birds,Christina,2014,VU,NA,
Gallicolumba crinigera,Birds,Christina,2015,VU,NA,
Gallicolumba crinigera,Birds,Anita,1998,VU,NA,
Gallicolumba crinigera,Birds,Anita,1999,VU,NA,
Gallicolumba crinigera,Birds,Anita,2000,EN,NA,
Gallicolumba crinigera,Birds,Anita,2001,EN,NA,
Gallicolumba crinigera,Birds,Anita,2002,EN,NA,
Gallicolumba crinigera,Birds,Anita,2003,EN,NA,
Gallicolumba crinigera,Birds,Anita,2004,EN,NA,
Gallicolumba crinigera,Birds,Anita,2005,EN,NA,
Gallicolumba crinigera,Birds,Anita,2006,EN,NA,
Gallicolumba crinigera,Birds,Anita,2007,VU,N,
Gallicolumba crinigera,Birds,Anita,2008,VU,NA,
Gallicolumba crinigera,Birds,Anita,2009,VU,NA,
Gallicolumba crinigera,Birds,Anita,2010,VU,NA,
Gallicolumba crinigera,Birds,Anita,2011,VU,NA,
Gallicolumba crinigera,Birds,Anita,2012,VU,NA,
Gallicolumba crinigera,Birds,Anita,2013,VU,NA,
Gallicolumba crinigera,Birds,Anita,2014,VU,NA,
Gallicolumba crinigera,Birds,Anita,2015,VU,NA,
Garrulax courtoisi,Birds,Christina,1998,NR,NA,
Garrulax courtoisi,Birds,Christina,1999,NR,NA,
Garrulax courtoisi,Birds,Christina,2000,NR,NA,
Garrulax courtoisi,Birds,Christina,2001,NR,NA,
Garrulax courtoisi,Birds,Christina,2002,NR,NA,
Garrulax courtoisi,Birds,Christina,2003,NR,NA,
Garrulax courtoisi,Birds,Christina,2004,NR,NA,
Garrulax courtoisi,Birds,Christina,2005,NR,NA,
Garrulax courtoisi,Birds,Christina,2006,LC,NG,
Garrulax courtoisi,Birds,Christina,2007,CR,NA,
Garrulax courtoisi,Birds,Christina,2008,CR,NA,
Garrulax courtoisi,Birds,Christina,2009,CR,NA,
Garrulax courtoisi,Birds,Christina,2010,CR,NA,
Garrulax courtoisi,Birds,Christina,2011,CR,NA,
Garrulax courtoisi,Birds,Christina,2012,CR,NA,
Garrulax courtoisi,Birds,Christina,2013,CR,NA,
Garrulax courtoisi,Birds,Christina,2014,CR,NA,
Garrulax courtoisi,Birds,Christina,2015,CR,NA,
Garrulax courtoisi,Birds,Anita,1998,NR,NA,
Garrulax courtoisi,Birds,Anita,1999,NR,NA,
Garrulax courtoisi,Birds,Anita,2000,NR,NA,
Garrulax courtoisi,Birds,Anita,2001,NR,NA,
Garrulax courtoisi,Birds,Anita,2002,NR,NA,
Garrulax courtoisi,Birds,Anita,2003,NR,NA,
Garrulax courtoisi,Birds,Anita,2004,NR,NA,
Garrulax courtoisi,Birds,Anita,2005,NR,NA,
Garrulax courtoisi,Birds,Anita,2006,LC,NA,
Garrulax courtoisi,Birds,Anita,2007,CR,N,
Garrulax courtoisi,Birds,Anita,2008,CR,NA,
Garrulax courtoisi,Birds,Anita,2009,CR,NA,
Garrulax courtoisi,Birds,Anita,2010,CR,NA,
Garrulax courtoisi,Birds,Anita,2011,CR,NA,
Garrulax courtoisi,Birds,Anita,2012,CR,NA,
Garrulax courtoisi,Birds,Anita,2013,CR,NA,
Garrulax courtoisi,Birds,Anita,2014,CR,NA,
Garrulax courtoisi,Birds,Anita,2015,CR,NA,
Gypopsitta pyrilia,Birds,Christina,1998,LR/lc,NA,
Gypopsitta pyrilia,Birds,Christina,1999,LR/lc,NA,
Gypopsitta pyrilia,Birds,Christina,2000,VU,NA,
Gypopsitta pyrilia,Birds,Christina,2001,VU,NA,
Gypopsitta pyrilia,Birds,Christina,2002,VU,NA,
Gypopsitta pyrilia,Birds,Christina,2003,VU,NA,
Gypopsitta pyrilia,Birds,Christina,2004,VU,NA,
Gypopsitta pyrilia,Birds,Christina,2005,VU,NA,
Gypopsitta pyrilia,Birds,Christina,2006,VU,NG,
Gypopsitta pyrilia,Birds,Christina,2007,NT,NA,
Gypopsitta pyrilia,Birds,Christina,2008,NT,NA,
Gypopsitta pyrilia,Birds,Christina,2009,NT,NA,
Gypopsitta pyrilia,Birds,Christina,2010,NT,NA,
Gypopsitta pyrilia,Birds,Christina,2011,NT,NA,
Gypopsitta pyrilia,Birds,Christina,2012,NT,NA,
Gypopsitta pyrilia,Birds,Christina,2013,NT,NA,
Gypopsitta pyrilia,Birds,Christina,2014,NT,NA,
Gypopsitta pyrilia,Birds,Christina,2015,NT,NA,
Gypopsitta pyrilia,Birds,Anita,1998,LR/lc,NA,
Gypopsitta pyrilia,Birds,Anita,1999,LR/lc,NA,
Gypopsitta pyrilia,Birds,Anita,2000,VU,NA,
Gypopsitta pyrilia,Birds,Anita,2001,VU,NA,
Gypopsitta pyrilia,Birds,Anita,2002,VU,NA,
Gypopsitta pyrilia,Birds,Anita,2003,VU,NA,
Gypopsitta pyrilia,Birds,Anita,2004,VU,NA,
Gypopsitta pyrilia,Birds,Anita,2005,VU,NA,
Gypopsitta pyrilia,Birds,Anita,2006,VU,NA,
Gypopsitta pyrilia,Birds,Anita,2007,NT,N,
Gypopsitta pyrilia,Birds,Anita,2008,NT,NA,
Gypopsitta pyrilia,Birds,Anita,2009,NT,NA,
Gypopsitta pyrilia,Birds,Anita,2010,NT,NA,
Gypopsitta pyrilia,Birds,Anita,2011,NT,NA,
Gypopsitta pyrilia,Birds,Anita,2012,NT,NA,
Gypopsitta pyrilia,Birds,Anita,2013,NT,NA,
Gypopsitta pyrilia,Birds,Anita,2014,NT,NA,
Gypopsitta pyrilia,Birds,Anita,2015,NT,NA,
Gyps africanus,Birds,Christina,1998,LR/lc,NA,
Gyps africanus,Birds,Christina,1999,LR/lc,NA,
Gyps africanus,Birds,Christina,2000,LR/lc,NA,
Gyps africanus,Birds,Christina,2001,LR/lc,NA,
Gyps africanus,Birds,Christina,2002,LR/lc,NA,
Gyps africanus,Birds,Christina,2003,LR/lc,NA,
Gyps africanus,Birds,Christina,2004,LC,NA,
Gyps africanus,Birds,Christina,2005,LC,NA,
Gyps africanus,Birds,Christina,2006,LC,N,
Gyps africanus,Birds,Christina,2007,NT,NA,
Gyps africanus,Birds,Christina,2008,NT,NA,
Gyps africanus,Birds,Christina,2009,NT,NA,
Gyps africanus,Birds,Christina,2010,NT,NA,
Gyps africanus,Birds,Christina,2011,NT,NA,
Gyps africanus,Birds,Christina,2012,EN,NA,
Gyps africanus,Birds,Christina,2013,EN,NA,
Gyps africanus,Birds,Christina,2014,EN,NA,
Gyps africanus,Birds,Christina,2015,EN,NA,
Gyps africanus,Birds,Anita,1998,LR/lc,NA,
Gyps africanus,Birds,Anita,1999,LR/lc,NA,
Gyps africanus,Birds,Anita,2000,LR/lc,NA,
Gyps africanus,Birds,Anita,2001,LR/lc,NA,
Gyps africanus,Birds,Anita,2002,LR/lc,NA,
Gyps africanus,Birds,Anita,2003,LR/lc,NA,
Gyps africanus,Birds,Anita,2004,LC,NA,
Gyps africanus,Birds,Anita,2005,LC,NA,
Gyps africanus,Birds,Anita,2006,LC,NA,
Gyps africanus,Birds,Anita,2007,NT,N,
Gyps africanus,Birds,Anita,2008,NT,NA,
Gyps africanus,Birds,Anita,2009,NT,NA,
Gyps africanus,Birds,Anita,2010,NT,NA,
Gyps africanus,Birds,Anita,2011,NT,NA,
Gyps africanus,Birds,Anita,2012,EN,NA,
Gyps africanus,Birds,Anita,2013,EN,NA,
Gyps africanus,Birds,Anita,2014,EN,NA,
Gyps africanus,Birds,Anita,2015,EN,NA,
Gyps rueppellii,Birds,Christina,1998,LR/lc,NA,
Gyps rueppellii,Birds,Christina,1999,LR/lc,NA,
Gyps rueppellii,Birds,Christina,2000,LR/lc,NA,
Gyps rueppellii,Birds,Christina,2001,LR/lc,NA,
Gyps rueppellii,Birds,Christina,2002,LR/lc,NA,
Gyps rueppellii,Birds,Christina,2003,LR/lc,NA,
Gyps rueppellii,Birds,Christina,2004,LC,NA,
Gyps rueppellii,Birds,Christina,2005,LC,NA,
Gyps rueppellii,Birds,Christina,2006,LC,NA,
Gyps rueppellii,Birds,Christina,2007,NT,N,
Gyps rueppellii,Birds,Christina,2008,NT,NA,
Gyps rueppellii,Birds,Christina,2009,NT,NA,
Gyps rueppellii,Birds,Christina,2010,NT,NA,
Gyps rueppellii,Birds,Christina,2011,NT,NA,
Gyps rueppellii,Birds,Christina,2012,EN,NA,
Gyps rueppellii,Birds,Christina,2013,EN,NA,
Gyps rueppellii,Birds,Christina,2014,EN,NA,
Gyps rueppellii,Birds,Christina,2015,EN,NA,
Gyps rueppellii,Birds,Anita,1998,LR/lc,NA,
Gyps rueppellii,Birds,Anita,1999,LR/lc,NA,
Gyps rueppellii,Birds,Anita,2000,LR/lc,NA,
Gyps rueppellii,Birds,Anita,2001,LR/lc,NA,
Gyps rueppellii,Birds,Anita,2002,LR/lc,NA,
Gyps rueppellii,Birds,Anita,2003,LR/lc,NA,
Gyps rueppellii,Birds,Anita,2004,LC,NA,
Gyps rueppellii,Birds,Anita,2005,LC,NA,
Gyps rueppellii,Birds,Anita,2006,LC,NA,
Gyps rueppellii,Birds,Anita,2007,NT,N,
Gyps rueppellii,Birds,Anita,2008,NT,NA,
Gyps rueppellii,Birds,Anita,2009,NT,NA,
Gyps rueppellii,Birds,Anita,2010,NT,NA,
Gyps rueppellii,Birds,Anita,2011,NT,NA,
Gyps rueppellii,Birds,Anita,2012,EN,NA,
Gyps rueppellii,Birds,Anita,2013,EN,NA,
Gyps rueppellii,Birds,Anita,2014,EN,NA,
Gyps rueppellii,Birds,Anita,2015,EN,NA,
Heteromirafra sidamoensis,Birds,Christina,1998,LR/nt,NA,
Heteromirafra sidamoensis,Birds,Christina,1999,LR/nt,NA,
Heteromirafra sidamoensis,Birds,Christina,2000,LR/nt,NA,
Heteromirafra sidamoensis,Birds,Christina,2001,LR/nt,NA,
Heteromirafra sidamoensis,Birds,Christina,2002,LR/nt,NA,
Heteromirafra sidamoensis,Birds,Christina,2003,LR/nt,NA,
Heteromirafra sidamoensis,Birds,Christina,2004,NT,NA,
Heteromirafra sidamoensis,Birds,Christina,2005,NT,NA,
Heteromirafra sidamoensis,Birds,Christina,2006,NT,NA,
Heteromirafra sidamoensis,Birds,Christina,2007,LC,NA,
Heteromirafra sidamoensis,Birds,Christina,2008,LC,NA,
Heteromirafra sidamoensis,Birds,Christina,2009,LC,NA,
Heteromirafra sidamoensis,Birds,Christina,2010,CR,NA,
Heteromirafra sidamoensis,Birds,Christina,2011,CR,NA,
Heteromirafra sidamoensis,Birds,Christina,2012,CR,NA,
Heteromirafra sidamoensis,Birds,Christina,2013,CR,NA,
Heteromirafra sidamoensis,Birds,Christina,2014,CR,NA,
Heteromirafra sidamoensis,Birds,Christina,2015,CR,NA,
Heteromirafra sidamoensis,Birds,Anita,1998,NA,NA,
Heteromirafra sidamoensis,Birds,Anita,1999,NA,NA,
Heteromirafra sidamoensis,Birds,Anita,2000,NA,NA,
Heteromirafra sidamoensis,Birds,Anita,2001,NA,NA,
Heteromirafra sidamoensis,Birds,Anita,2002,NA,NA,
Heteromirafra sidamoensis,Birds,Anita,2003,NA,NA,
Heteromirafra sidamoensis,Birds,Anita,2004,NA,NA,
Heteromirafra sidamoensis,Birds,Anita,2005,NA,NA,
Heteromirafra sidamoensis,Birds,Anita,2006,NA,NA,
Heteromirafra sidamoensis,Birds,Anita,2007,NA,NA,
Heteromirafra sidamoensis,Birds,Anita,2008,NA,NA,
Heteromirafra sidamoensis,Birds,Anita,2009,NA,NA,
Heteromirafra sidamoensis,Birds,Anita,2010,NA,NA,
Heteromirafra sidamoensis,Birds,Anita,2011,NA,NA,
Heteromirafra sidamoensis,Birds,Anita,2012,NA,NA,
Heteromirafra sidamoensis,Birds,Anita,2013,NA,NA,
Heteromirafra sidamoensis,Birds,Anita,2014,NA,NA,
Heteromirafra sidamoensis,Birds,Anita,2015,NA,NA,
Heteromunia pectoralis,Birds,Christina,1998,LR/nt,NA,
Heteromunia pectoralis,Birds,Christina,1999,LR/nt,NA,
Heteromunia pectoralis,Birds,Christina,2000,LR/nt,NA,
Heteromunia pectoralis,Birds,Christina,2001,LR/nt,NA,
Heteromunia pectoralis,Birds,Christina,2002,LR/nt,NA,
Heteromunia pectoralis,Birds,Christina,2003,LR/nt,NA,
Heteromunia pectoralis,Birds,Christina,2004,NT,NA,
Heteromunia pectoralis,Birds,Christina,2005,NT,NA,
Heteromunia pectoralis,Birds,Christina,2006,NT,NG,
Heteromunia pectoralis,Birds,Christina,2007,LC,NA,
Heteromunia pectoralis,Birds,Christina,2008,LC,NA,
Heteromunia pectoralis,Birds,Christina,2009,LC,NA,
Heteromunia pectoralis,Birds,Christina,2010,LC,NA,
Heteromunia pectoralis,Birds,Christina,2011,LC,NA,
Heteromunia pectoralis,Birds,Christina,2012,LC,NA,
Heteromunia pectoralis,Birds,Christina,2013,LC,NA,
Heteromunia pectoralis,Birds,Christina,2014,LC,NA,
Heteromunia pectoralis,Birds,Christina,2015,LC,NA,
Heteromunia pectoralis,Birds,Anita,1998,LR/nt,NA,
Heteromunia pectoralis,Birds,Anita,1999,LR/nt,NA,
Heteromunia pectoralis,Birds,Anita,2000,LR/nt,NA,
Heteromunia pectoralis,Birds,Anita,2001,LR/nt,NA,
Heteromunia pectoralis,Birds,Anita,2002,LR/nt,NA,
