Species,Class,Student,Years,Status,Change,
Procellaria conspicillata,Birds,Christina,2003,CR,NA,
Procellaria conspicillata,Birds,Christina,2004,CR,NA,
Procellaria conspicillata,Birds,Christina,2005,CR,NA,
Procellaria conspicillata,Birds,Christina,2006,CR,NA,
Procellaria conspicillata,Birds,Christina,2007,VU,NA,
Procellaria conspicillata,Birds,Christina,2008,VU,NA,
Procellaria conspicillata,Birds,Christina,2009,VU,NA,
Procellaria conspicillata,Birds,Christina,2010,VU,NA,
Procellaria conspicillata,Birds,Christina,2011,VU,NA,
Procellaria conspicillata,Birds,Christina,2012,VU,NA,
Procellaria conspicillata,Birds,Christina,2013,VU,NA,
Procellaria conspicillata,Birds,Christina,2014,VU,NA,
Procellaria conspicillata,Birds,Christina,2015,VU,NA,
Procellaria conspicillata,Birds,Anita,1998,NR,NA,
Procellaria conspicillata,Birds,Anita,1999,NR,NA,
Procellaria conspicillata,Birds,Anita,2000,CR,NA,
Procellaria conspicillata,Birds,Anita,2001,CR,NA,
Procellaria conspicillata,Birds,Anita,2002,CR,NA,
Procellaria conspicillata,Birds,Anita,2003,CR,NA,
Procellaria conspicillata,Birds,Anita,2004,CR,NA,
Procellaria conspicillata,Birds,Anita,2005,CR,NA,
Procellaria conspicillata,Birds,Anita,2006,CR,NA,
Procellaria conspicillata,Birds,Anita,2007,VU,N,
Procellaria conspicillata,Birds,Anita,2008,VU,NA,
Procellaria conspicillata,Birds,Anita,2009,VU,NA,
Procellaria conspicillata,Birds,Anita,2010,VU,NA,
Procellaria conspicillata,Birds,Anita,2011,VU,NA,
Procellaria conspicillata,Birds,Anita,2012,VU,NA,
Procellaria conspicillata,Birds,Anita,2013,VU,NA,
Procellaria conspicillata,Birds,Anita,2014,VU,NA,
Procellaria conspicillata,Birds,Anita,2015,VU,NA,
Psittacula eques,Birds,Christina,1998,EN,NA,
Psittacula eques,Birds,Christina,1999,EN,NA,
Psittacula eques,Birds,Christina,2000,CR,NA,
Psittacula eques,Birds,Christina,2001,CR,NA,
Psittacula eques,Birds,Christina,2002,CR,NA,
Psittacula eques,Birds,Christina,2003,CR,NA,
Psittacula eques,Birds,Christina,2004,CR,NA,
Psittacula eques,Birds,Christina,2005,CR,NA,
Psittacula eques,Birds,Christina,2006,CR,G,
Psittacula eques,Birds,Christina,2007,EN,NA,
Psittacula eques,Birds,Christina,2008,EN,NA,
Psittacula eques,Birds,Christina,2009,EN,NA,
Psittacula eques,Birds,Christina,2010,EN,NA,
Psittacula eques,Birds,Christina,2011,EN,NA,
Psittacula eques,Birds,Christina,2012,EN,NA,
Psittacula eques,Birds,Christina,2013,EN,NA,
Psittacula eques,Birds,Christina,2014,EN,NA,
Psittacula eques,Birds,Christina,2015,EN,NA,
Psittacula eques,Birds,Anita,1998,EN,NA,
Psittacula eques,Birds,Anita,1999,EN,NA,
Psittacula eques,Birds,Anita,2000,CR,NA,
Psittacula eques,Birds,Anita,2001,CR,NA,
Psittacula eques,Birds,Anita,2002,CR,NA,
Psittacula eques,Birds,Anita,2003,CR,NA,
Psittacula eques,Birds,Anita,2004,CR,NA,
Psittacula eques,Birds,Anita,2005,CR,NA,
Psittacula eques,Birds,Anita,2006,CR,NA,
Psittacula eques,Birds,Anita,2007,EN,G,
Psittacula eques,Birds,Anita,2008,EN,NA,
Psittacula eques,Birds,Anita,2009,EN,NA,
Psittacula eques,Birds,Anita,2010,EN,NA,
Psittacula eques,Birds,Anita,2011,EN,NA,
Psittacula eques,Birds,Anita,2012,EN,NA,
Psittacula eques,Birds,Anita,2013,EN,NA,
Psittacula eques,Birds,Anita,2014,EN,NA,
Psittacula eques,Birds,Anita,2015,EN,NA,
Psittacus erithacus,Birds,Christina,1998,LC,NA,
Psittacus erithacus,Birds,Christina,1999,LC,NA,
Psittacus erithacus,Birds,Christina,2000,LC,NA,
Psittacus erithacus,Birds,Christina,2001,LC,NA,
Psittacus erithacus,Birds,Christina,2002,LC,NA,
Psittacus erithacus,Birds,Christina,2003,LC,NA,
Psittacus erithacus,Birds,Christina,2004,LC,NA,
Psittacus erithacus,Birds,Christina,2005,LC,NA,
Psittacus erithacus,Birds,Christina,2006,LC,NG,
Psittacus erithacus,Birds,Christina,2007,NT,NA,
Psittacus erithacus,Birds,Christina,2008,NT,NA,
Psittacus erithacus,Birds,Christina,2009,NT,NA,
Psittacus erithacus,Birds,Christina,2010,NT,NA,
Psittacus erithacus,Birds,Christina,2011,NT,NA,
Psittacus erithacus,Birds,Christina,2012,VU,NA,
Psittacus erithacus,Birds,Christina,2013,VU,NA,
Psittacus erithacus,Birds,Christina,2014,VU,NA,
Psittacus erithacus,Birds,Christina,2015,VU,NA,
Psittacus erithacus,Birds,Anita,1998,LC,NA,
Psittacus erithacus,Birds,Anita,1999,LC,NA,
Psittacus erithacus,Birds,Anita,2000,LC,NA,
Psittacus erithacus,Birds,Anita,2001,LC,NA,
Psittacus erithacus,Birds,Anita,2002,LC,NA,
Psittacus erithacus,Birds,Anita,2003,LC,NA,
Psittacus erithacus,Birds,Anita,2004,LC,NA,
Psittacus erithacus,Birds,Anita,2005,LC,NA,
Psittacus erithacus,Birds,Anita,2006,LC,NA,
Psittacus erithacus,Birds,Anita,2007,NT,N,
Psittacus erithacus,Birds,Anita,2008,NT,NA,
Psittacus erithacus,Birds,Anita,2009,NT,NA,
Psittacus erithacus,Birds,Anita,2010,NT,NA,
Psittacus erithacus,Birds,Anita,2011,NT,NA,
Psittacus erithacus,Birds,Anita,2012,VU,NA,
Psittacus erithacus,Birds,Anita,2013,VU,NA,
Psittacus erithacus,Birds,Anita,2014,VU,NA,
Psittacus erithacus,Birds,Anita,2015,VU,NA,
Sarcogyps calvus,Birds,Christina,1998,LR/nt,NA,
Sarcogyps calvus,Birds,Christina,1999,LR/nt,NA,
Sarcogyps calvus,Birds,Christina,2000,LR/nt,NA,
Sarcogyps calvus,Birds,Christina,2001,LR/nt,NA,
Sarcogyps calvus,Birds,Christina,2002,LR/nt,NA,
Sarcogyps calvus,Birds,Christina,2003,LR/nt,NA,
Sarcogyps calvus,Birds,Christina,2004,NT,NA,
Sarcogyps calvus,Birds,Christina,2005,NT,NA,
Sarcogyps calvus,Birds,Christina,2006,LC/VU,G,
Sarcogyps calvus,Birds,Christina,2007,CR,NA,
Sarcogyps calvus,Birds,Christina,2008,CR,NA,
Sarcogyps calvus,Birds,Christina,2009,CR,NA,
Sarcogyps calvus,Birds,Christina,2010,CR,NA,
Sarcogyps calvus,Birds,Christina,2011,CR,NA,
Sarcogyps calvus,Birds,Christina,2012,CR,NA,
Sarcogyps calvus,Birds,Christina,2013,CR,NA,
Sarcogyps calvus,Birds,Christina,2014,CR,NA,
Sarcogyps calvus,Birds,Christina,2015,CR,NA,
Sarcogyps calvus,Birds,Anita,1998,LR/nt,NA,
Sarcogyps calvus,Birds,Anita,1999,LR/nt,NA,
Sarcogyps calvus,Birds,Anita,2000,LR/nt,NA,
Sarcogyps calvus,Birds,Anita,2001,LR/nt,NA,
Sarcogyps calvus,Birds,Anita,2002,LR/nt,NA,
Sarcogyps calvus,Birds,Anita,2003,LR/nt,NA,
Sarcogyps calvus,Birds,Anita,2004,NT,NA,
Sarcogyps calvus,Birds,Anita,2005,NT,NA,
Sarcogyps calvus,Birds,Anita,2006,LC,NA,
Sarcogyps calvus,Birds,Anita,2007,CR,G,
Sarcogyps calvus,Birds,Anita,2008,CR,NA,
Sarcogyps calvus,Birds,Anita,2009,CR,NA,
Sarcogyps calvus,Birds,Anita,2010,CR,NA,
Sarcogyps calvus,Birds,Anita,2011,CR,NA,
Sarcogyps calvus,Birds,Anita,2012,CR,NA,
Sarcogyps calvus,Birds,Anita,2013,CR,NA,
Sarcogyps calvus,Birds,Anita,2014,CR,NA,
Sarcogyps calvus,Birds,Anita,2015,CR,NA,
Sheppardia gunningi,Birds,Christina,1998,VU,NA,
Sheppardia gunningi,Birds,Christina,1999,VU,NA,
Sheppardia gunningi,Birds,Christina,2000,VU,NA,
Sheppardia gunningi,Birds,Christina,2001,VU,NA,
Sheppardia gunningi,Birds,Christina,2002,VU,NA,
Sheppardia gunningi,Birds,Christina,2003,VU,NA,
Sheppardia gunningi,Birds,Christina,2004,VU,NA,
Sheppardia gunningi,Birds,Christina,2005,VU,NA,
Sheppardia gunningi,Birds,Christina,2006,VU,NG,
Sheppardia gunningi,Birds,Christina,2007,NT,NA,
Sheppardia gunningi,Birds,Christina,2008,NT,NA,
Sheppardia gunningi,Birds,Christina,2009,NT,NA,
Sheppardia gunningi,Birds,Christina,2010,NT,NA,
Sheppardia gunningi,Birds,Christina,2011,NT,NA,
Sheppardia gunningi,Birds,Christina,2012,NT,NA,
Sheppardia gunningi,Birds,Christina,2013,NT,NA,
Sheppardia gunningi,Birds,Christina,2014,NT,NA,
Sheppardia gunningi,Birds,Christina,2015,NT,NA,
Sheppardia gunningi,Birds,Anita,1998,VU,NA,
Sheppardia gunningi,Birds,Anita,1999,VU,NA,
Sheppardia gunningi,Birds,Anita,2000,VU,NA,
Sheppardia gunningi,Birds,Anita,2001,VU,NA,
Sheppardia gunningi,Birds,Anita,2002,VU,NA,
Sheppardia gunningi,Birds,Anita,2003,VU,NA,
Sheppardia gunningi,Birds,Anita,2004,VU,NA,
Sheppardia gunningi,Birds,Anita,2005,VU,NA,
Sheppardia gunningi,Birds,Anita,2006,VU,NA,
Sheppardia gunningi,Birds,Anita,2007,NT,N,
Sheppardia gunningi,Birds,Anita,2008,NT,NA,
Sheppardia gunningi,Birds,Anita,2009,NT,NA,
Sheppardia gunningi,Birds,Anita,2010,NT,NA,
Sheppardia gunningi,Birds,Anita,2011,NT,NA,
Sheppardia gunningi,Birds,Anita,2012,NT,NA,
Sheppardia gunningi,Birds,Anita,2013,NT,NA,
Sheppardia gunningi,Birds,Anita,2014,NT,NA,
Sheppardia gunningi,Birds,Anita,2015,NT,NA,
Siphonorhis brewsteri,Birds,Christina,1998,DD,NA,
Siphonorhis brewsteri,Birds,Christina,1999,DD,NA,
Siphonorhis brewsteri,Birds,Christina,2000,DD,NA,
Siphonorhis brewsteri,Birds,Christina,2001,DD,NA,
Siphonorhis brewsteri,Birds,Christina,2002,DD,NA,
Siphonorhis brewsteri,Birds,Christina,2003,DD,NA,
Siphonorhis brewsteri,Birds,Christina,2004,DD,NA,
Siphonorhis brewsteri,Birds,Christina,2005,DD,NA,
Siphonorhis brewsteri,Birds,Christina,2006,DD,NG,
Siphonorhis brewsteri,Birds,Christina,2007,NT,NA,
Siphonorhis brewsteri,Birds,Christina,2008,NT,NA,
Siphonorhis brewsteri,Birds,Christina,2009,NT,NA,
Siphonorhis brewsteri,Birds,Christina,2010,NT,NA,
Siphonorhis brewsteri,Birds,Christina,2011,NT,NA,
Siphonorhis brewsteri,Birds,Christina,2012,NT,NA,
Siphonorhis brewsteri,Birds,Christina,2013,NT,NA,
Siphonorhis brewsteri,Birds,Christina,2014,NT,NA,
Siphonorhis brewsteri,Birds,Christina,2015,NT,NA,
Siphonorhis brewsteri,Birds,Anita,1998,DD,NA,
Siphonorhis brewsteri,Birds,Anita,1999,DD,NA,
Siphonorhis brewsteri,Birds,Anita,2000,DD,NA,
Siphonorhis brewsteri,Birds,Anita,2001,DD,NA,
Siphonorhis brewsteri,Birds,Anita,2002,DD,NA,
Siphonorhis brewsteri,Birds,Anita,2003,DD,NA,
Siphonorhis brewsteri,Birds,Anita,2004,DD,NA,
Siphonorhis brewsteri,Birds,Anita,2005,DD,NA,
Siphonorhis brewsteri,Birds,Anita,2006,DD,NA,
Siphonorhis brewsteri,Birds,Anita,2007,NT,N,
Siphonorhis brewsteri,Birds,Anita,2008,NT,NA,
Siphonorhis brewsteri,Birds,Anita,2009,NT,NA,
Siphonorhis brewsteri,Birds,Anita,2010,NT,NA,
Siphonorhis brewsteri,Birds,Anita,2011,NT,NA,
Siphonorhis brewsteri,Birds,Anita,2012,NT,NA,
Siphonorhis brewsteri,Birds,Anita,2013,NT,NA,
Siphonorhis brewsteri,Birds,Anita,2014,NT,NA,
Siphonorhis brewsteri,Birds,Anita,2015,NT,NA,
Trigonoceps occipitalis,Birds,Christina,1998,LR/lc,NA,
Trigonoceps occipitalis,Birds,Christina,1999,LR/lc,NA,
Trigonoceps occipitalis,Birds,Christina,2000,LR/lc,NA,
Trigonoceps occipitalis,Birds,Christina,2001,LR/lc,NA,
Trigonoceps occipitalis,Birds,Christina,2002,LR/lc,NA,
Trigonoceps occipitalis,Birds,Christina,2003,LR/lc,NA,
Trigonoceps occipitalis,Birds,Christina,2004,LC,NA,
Trigonoceps occipitalis,Birds,Christina,2005,LC,NA,
Trigonoceps occipitalis,Birds,Christina,2006,LC,N,
Trigonoceps occipitalis,Birds,Christina,2007,VU,NA,
Trigonoceps occipitalis,Birds,Christina,2008,VU,NA,
Trigonoceps occipitalis,Birds,Christina,2009,VU,NA,
Trigonoceps occipitalis,Birds,Christina,2010,VU,NA,
Trigonoceps occipitalis,Birds,Christina,2011,VU,NA,
Trigonoceps occipitalis,Birds,Christina,2012,VU,NA,
Trigonoceps occipitalis,Birds,Christina,2013,VU,NA,
Trigonoceps occipitalis,Birds,Christina,2014,VU,NA,
Trigonoceps occipitalis,Birds,Christina,2015,VU,NA,
Trigonoceps occipitalis,Birds,Anita,1998,LR/lc,NA,
Trigonoceps occipitalis,Birds,Anita,1999,LR/lc,NA,
Trigonoceps occipitalis,Birds,Anita,2000,LR/lc,NA,
Trigonoceps occipitalis,Birds,Anita,2001,LR/lc,NA,
Trigonoceps occipitalis,Birds,Anita,2002,LR/lc,NA,
Trigonoceps occipitalis,Birds,Anita,2003,LR/lc,NA,
Trigonoceps occipitalis,Birds,Anita,2004,LC,NA,
Trigonoceps occipitalis,Birds,Anita,2005,LC,NA,
Trigonoceps occipitalis,Birds,Anita,2006,LC,NA,
Trigonoceps occipitalis,Birds,Anita,2007,VU,N,
Trigonoceps occipitalis,Birds,Anita,2008,VU,NA,
Trigonoceps occipitalis,Birds,Anita,2009,VU,NA,
Trigonoceps occipitalis,Birds,Anita,2010,VU,NA,
Trigonoceps occipitalis,Birds,Anita,2011,VU,NA,
Trigonoceps occipitalis,Birds,Anita,2012,VU,NA,
Trigonoceps occipitalis,Birds,Anita,2013,VU,NA,
Trigonoceps occipitalis,Birds,Anita,2014,VU,NA,
Trigonoceps occipitalis,Birds,Anita,2015,VU,NA,
Aspidoscelis hyperythra,Reptile,Leonie,1998,DD,NA,
Aspidoscelis hyperythra,Reptile,Leonie,1999,DD,NO,
Aspidoscelis hyperythra,Reptile,Leonie,2000,DD,NO,
Aspidoscelis hyperythra,Reptile,Leonie,2001,DD,NO,
Aspidoscelis hyperythra,Reptile,Leonie,2002,DD,NO,
Aspidoscelis hyperythra,Reptile,Leonie,2003,DD,NO,
Aspidoscelis hyperythra,Reptile,Leonie,2004,DD,NO,
Aspidoscelis hyperythra,Reptile,Leonie,2005,DD,NO,
Aspidoscelis hyperythra,Reptile,Leonie,2006,DD,NO,
Aspidoscelis hyperythra,Reptile,Leonie,2007,LC,G,
Aspidoscelis hyperythra,Reptile,Leonie,2008,LC,NO,
Aspidoscelis hyperythra,Reptile,Leonie,2009,LC,NO,
Aspidoscelis hyperythra,Reptile,Leonie,2010,LC,NO,
Aspidoscelis hyperythra,Reptile,Leonie,2011,LC,NO,
Aspidoscelis hyperythra,Reptile,Leonie,2012,LC,NO,
Aspidoscelis hyperythra,Reptile,Leonie,2013,LC,NO,
Aspidoscelis hyperythra,Reptile,Leonie,2014,LC,NO,
Aspidoscelis hyperythra,Reptile,Leonie,2015,LC,NO,
Aspidoscelis hyperythra,Reptile,Alia,1998,DD,NO,
Aspidoscelis hyperythra,Reptile,Alia,1999,DD,NO,
Aspidoscelis hyperythra,Reptile,Alia,2000,DD,NO,
Aspidoscelis hyperythra,Reptile,Alia,2001,DD,NO,
Aspidoscelis hyperythra,Reptile,Alia,2002,DD,NO,
Aspidoscelis hyperythra,Reptile,Alia,2003,DD,NO,
Aspidoscelis hyperythra,Reptile,Alia,2004,DD,NO,
Aspidoscelis hyperythra,Reptile,Alia,2005,DD,NO,
Aspidoscelis hyperythra,Reptile,Alia,2006,DD,NO,
Aspidoscelis hyperythra,Reptile,Alia,2007,LC,N,
Aspidoscelis hyperythra,Reptile,Alia,2008,LC,NO,
Aspidoscelis hyperythra,Reptile,Alia,2009,LC,NO,
Aspidoscelis hyperythra,Reptile,Alia,2010,LC,NO,
Aspidoscelis hyperythra,Reptile,Alia,2011,LC,NO,
Aspidoscelis hyperythra,Reptile,Alia,2012,LC,NO,
Aspidoscelis hyperythra,Reptile,Alia,2013,LC,NO,
Aspidoscelis hyperythra,Reptile,Alia,2014,LC,NO,
Aspidoscelis hyperythra,Reptile,Alia,2015,LC,NO,
Gavialis gangeticus,Reptile,Leonie,1998,EN,NA,
Gavialis gangeticus,Reptile,Leonie,1999,EN,NO,
Gavialis gangeticus,Reptile,Leonie,2000,EN,NO,
Gavialis gangeticus,Reptile,Leonie,2001,EN,NO,
Gavialis gangeticus,Reptile,Leonie,2002,EN,NO,
Gavialis gangeticus,Reptile,Leonie,2003,EN,NO,
Gavialis gangeticus,Reptile,Leonie,2004,EN,NO,
Gavialis gangeticus,Reptile,Leonie,2005,EN,NO,
Gavialis gangeticus,Reptile,Leonie,2006,EN,NO,
Gavialis gangeticus,Reptile,Leonie,2007,CR,G,
Gavialis gangeticus,Reptile,Leonie,2008,CR,NO,
Gavialis gangeticus,Reptile,Leonie,2009,CR,NO,
Gavialis gangeticus,Reptile,Leonie,2010,CR,NO,
Gavialis gangeticus,Reptile,Leonie,2011,CR,NO,
Gavialis gangeticus,Reptile,Leonie,2012,CR,NO,
Gavialis gangeticus,Reptile,Leonie,2013,CR,NO,
Gavialis gangeticus,Reptile,Leonie,2014,CR,NO,
Gavialis gangeticus,Reptile,Leonie,2015,CR,NO,
Gavialis gangeticus,Reptile,Alia,1998,EN,NO,
Gavialis gangeticus,Reptile,Alia,1999,EN,NO,
Gavialis gangeticus,Reptile,Alia,2000,EN,NO,
Gavialis gangeticus,Reptile,Alia,2001,EN,NO,
Gavialis gangeticus,Reptile,Alia,2002,EN,NO,
Gavialis gangeticus,Reptile,Alia,2003,EN,NO,
Gavialis gangeticus,Reptile,Alia,2004,EN,NO,
Gavialis gangeticus,Reptile,Alia,2005,EN,NO,
Gavialis gangeticus,Reptile,Alia,2006,EN,NO,
Gavialis gangeticus,Reptile,Alia,2007,CR,G,
Gavialis gangeticus,Reptile,Alia,2008,CR,NO,
Gavialis gangeticus,Reptile,Alia,2009,CR,NO,
Gavialis gangeticus,Reptile,Alia,2010,CR,NO,
Gavialis gangeticus,Reptile,Alia,2011,CR,NO,
Gavialis gangeticus,Reptile,Alia,2012,CR,NO,
Gavialis gangeticus,Reptile,Alia,2013,CR,NO,
Gavialis gangeticus,Reptile,Alia,2014,CR,NO,
Gavialis gangeticus,Reptile,Alia,2015,CR,NO,
Heloderma horridum,Reptile,Leonie,1998,VU,NA,
Heloderma horridum,Reptile,Leonie,1999,VU,NO,
Heloderma horridum,Reptile,Leonie,2000,VU,NO,
Heloderma horridum,Reptile,Leonie,2001,VU,NO,
Heloderma horridum,Reptile,Leonie,2002,VU,NO,
Heloderma horridum,Reptile,Leonie,2003,VU,NO,
Heloderma horridum,Reptile,Leonie,2004,VU,NO,
Heloderma horridum,Reptile,Leonie,2005,VU,NO,
Heloderma horridum,Reptile,Leonie,2006,VU,NO,
Heloderma horridum,Reptile,Leonie,2007,LC,NA,
Heloderma horridum,Reptile,Leonie,2008,LC,NO,
Heloderma horridum,Reptile,Leonie,2009,LC,NO,
Heloderma horridum,Reptile,Leonie,2010,LC,NO,
Heloderma horridum,Reptile,Leonie,2011,LC,NO,
Heloderma horridum,Reptile,Leonie,2012,LC,NO,
Heloderma horridum,Reptile,Leonie,2013,LC,NO,
Heloderma horridum,Reptile,Leonie,2014,LC,G,
Heloderma horridum,Reptile,Leonie,2015,LC,NO,
Heloderma horridum,Reptile,Alia,1998,VU,NO,
Heloderma horridum,Reptile,Alia,1999,VU,NO,
Heloderma horridum,Reptile,Alia,2000,VU,NO,
Heloderma horridum,Reptile,Alia,2001,VU,NO,
Heloderma horridum,Reptile,Alia,2002,VU,NO,
Heloderma horridum,Reptile,Alia,2003,VU,NO,
Heloderma horridum,Reptile,Alia,2004,VU,NO,
Heloderma horridum,Reptile,Alia,2005,VU,NO,
Heloderma horridum,Reptile,Alia,2006,VU,NO,
Heloderma horridum,Reptile,Alia,2007,LC,N,
Heloderma horridum,Reptile,Alia,2008,LC,NO,
Heloderma horridum,Reptile,Alia,2009,LC,NO,
Heloderma horridum,Reptile,Alia,2010,LC,NO,
Heloderma horridum,Reptile,Alia,2011,LC,NO,
Heloderma horridum,Reptile,Alia,2012,LC,NO,
Heloderma horridum,Reptile,Alia,2013,LC,NO,
Heloderma horridum,Reptile,Alia,2014,LC,NO,
Heloderma horridum,Reptile,Alia,2015,LC,NO,
Heloderma suspectum,Reptile,Leonie,1998,VU,NA,
Heloderma suspectum,Reptile,Leonie,1999,VU,NO,
Heloderma suspectum,Reptile,Leonie,2000,VU,NO,
Heloderma suspectum,Reptile,Leonie,2001,VU,NO,
Heloderma suspectum,Reptile,Leonie,2002,VU,NO,
Heloderma suspectum,Reptile,Leonie,2003,VU,NO,
Heloderma suspectum,Reptile,Leonie,2004,VU,NO,
Heloderma suspectum,Reptile,Leonie,2005,VU,NO,
Heloderma suspectum,Reptile,Leonie,2006,VU,NO,
Heloderma suspectum,Reptile,Leonie,2007,NT,G,
Heloderma suspectum,Reptile,Leonie,2008,NT,NO,
Heloderma suspectum,Reptile,Leonie,2009,NT,NO,
Heloderma suspectum,Reptile,Leonie,2010,NT,NO,
Heloderma suspectum,Reptile,Leonie,2011,NT,NO,
Heloderma suspectum,Reptile,Leonie,2012,NT,NO,
Heloderma suspectum,Reptile,Leonie,2013,NT,NO,
Heloderma suspectum,Reptile,Leonie,2014,NT,NO,
Heloderma suspectum,Reptile,Leonie,2015,NT,NO,
Heloderma suspectum,Reptile,Alia,1998,VU,NO,
Heloderma suspectum,Reptile,Alia,1999,VU,NO,
Heloderma suspectum,Reptile,Alia,2000,VU,NO,
Heloderma suspectum,Reptile,Alia,2001,VU,NO,
Heloderma suspectum,Reptile,Alia,2002,VU,NO,
Heloderma suspectum,Reptile,Alia,2003,VU,NO,
Heloderma suspectum,Reptile,Alia,2004,VU,NO,
Heloderma suspectum,Reptile,Alia,2005,VU,NO,
Heloderma suspectum,Reptile,Alia,2006,VU,NO,
Heloderma suspectum,Reptile,Alia,2007,NT,N,
Heloderma suspectum,Reptile,Alia,2008,NT,NO,
Heloderma suspectum,Reptile,Alia,2009,NT,NO,
Heloderma suspectum,Reptile,Alia,2010,NT,NO,
Heloderma suspectum,Reptile,Alia,2011,NT,NO,
Heloderma suspectum,Reptile,Alia,2012,NT,NO,
Heloderma suspectum,Reptile,Alia,2013,NT,NO,
Heloderma suspectum,Reptile,Alia,2014,NT,NO,
Heloderma suspectum,Reptile,Alia,2015,NT,NO,
Kinosternon creaseri,Reptile,Leonie,1998,LR/nt,NA,
Kinosternon creaseri,Reptile,Leonie,1999,LR/nt,NO,
Kinosternon creaseri,Reptile,Leonie,2000,LR/nt,NO,
Kinosternon creaseri,Reptile,Leonie,2001,LR/nt,NO,
Kinosternon creaseri,Reptile,Leonie,2002,LR/nt,NO,
Kinosternon creaseri,Reptile,Leonie,2003,LR/nt,NO,
Kinosternon creaseri,Reptile,Leonie,2004,LR/nt,NO,
Kinosternon creaseri,Reptile,Leonie,2005,LR/nt,NO,
Kinosternon creaseri,Reptile,Leonie,2006,LR/nt,NO,
Kinosternon creaseri,Reptile,Leonie,2007,LC,G,
Kinosternon creaseri,Reptile,Leonie,2008,LC,NO,
Kinosternon creaseri,Reptile,Leonie,2009,LC,NO,
Kinosternon creaseri,Reptile,Leonie,2010,LC,NO,
Kinosternon creaseri,Reptile,Leonie,2011,LC,NO,
Kinosternon creaseri,Reptile,Leonie,2012,LC,NO,
Kinosternon creaseri,Reptile,Leonie,2013,LC,NO,
Kinosternon creaseri,Reptile,Leonie,2014,LC,NO,
Kinosternon creaseri,Reptile,Leonie,2015,LC,NO,
Kinosternon creaseri,Reptile,Alia,1998,LR/nt,NO,
Kinosternon creaseri,Reptile,Alia,1999,LR/nt,NO,
Kinosternon creaseri,Reptile,Alia,2000,LR/nt,NO,
Kinosternon creaseri,Reptile,Alia,2001,LR/nt,NO,
Kinosternon creaseri,Reptile,Alia,2002,LR/nt,NO,
Kinosternon creaseri,Reptile,Alia,2003,LR/nt,NO,
Kinosternon creaseri,Reptile,Alia,2004,LR/nt,NO,
Kinosternon creaseri,Reptile,Alia,2005,LR/nt,NO,
Kinosternon creaseri,Reptile,Alia,2006,LR/nt,NO,
Kinosternon creaseri,Reptile,Alia,2007,LC,N,
Kinosternon creaseri,Reptile,Alia,2008,LC,NO,
Kinosternon creaseri,Reptile,Alia,2009,LC,NO,
Kinosternon creaseri,Reptile,Alia,2010,LC,NO,
Kinosternon creaseri,Reptile,Alia,2011,LC,NO,
Kinosternon creaseri,Reptile,Alia,2012,LC,NO,
Kinosternon creaseri,Reptile,Alia,2013,LC,NO,
Kinosternon creaseri,Reptile,Alia,2014,LC,NO,
Kinosternon creaseri,Reptile,Alia,2015,LC,NO,
Kinosternon oaxacae,Reptile,Leonie,1998,LR/nt,NA,
Kinosternon oaxacae,Reptile,Leonie,1999,LR/nt,NO,
Kinosternon oaxacae,Reptile,Leonie,2000,LR/nt,NO,
Kinosternon oaxacae,Reptile,Leonie,2001,LR/nt,NO,
Kinosternon oaxacae,Reptile,Leonie,2002,LR/nt,NO,
Kinosternon oaxacae,Reptile,Leonie,2003,LR/nt,NO,
Kinosternon oaxacae,Reptile,Leonie,2004,LR/nt,NO,
Kinosternon oaxacae,Reptile,Leonie,2005,LR/nt,NO,
Kinosternon oaxacae,Reptile,Leonie,2006,LR/nt,NO,
Kinosternon oaxacae,Reptile,Leonie,2007,DD,NG,
Kinosternon oaxacae,Reptile,Leonie,2008,DD,NO,
Kinosternon oaxacae,Reptile,Leonie,2009,DD,NO,
Kinosternon oaxacae,Reptile,Leonie,2010,DD,NO,
Kinosternon oaxacae,Reptile,Leonie,2011,DD,NO,
Kinosternon oaxacae,Reptile,Leonie,2012,DD,NO,
Kinosternon oaxacae,Reptile,Leonie,2013,DD,NO,
Kinosternon oaxacae,Reptile,Leonie,2014,DD,NO,
Kinosternon oaxacae,Reptile,Leonie,2015,DD,NO,
Kinosternon oaxacae,Reptile,Alia,1998,LR/nt,NO,
Kinosternon oaxacae,Reptile,Alia,1999,LR/nt,NO,
Kinosternon oaxacae,Reptile,Alia,2000,LR/nt,NO,
Kinosternon oaxacae,Reptile,Alia,2001,LR/nt,NO,
Kinosternon oaxacae,Reptile,Alia,2002,LR/nt,NO,
Kinosternon oaxacae,Reptile,Alia,2003,LR/nt,NO,
Kinosternon oaxacae,Reptile,Alia,2004,LR/nt,NO,
Kinosternon oaxacae,Reptile,Alia,2005,LR/nt,NO,
Kinosternon oaxacae,Reptile,Alia,2006,LR/nt,NO,
Kinosternon oaxacae,Reptile,Alia,2007,DD,N,
Kinosternon oaxacae,Reptile,Alia,2008,DD,NO,
Kinosternon oaxacae,Reptile,Alia,2009,DD,NO,
Kinosternon oaxacae,Reptile,Alia,2010,DD,NO,
Kinosternon oaxacae,Reptile,Alia,2011,DD,NO,
Kinosternon oaxacae,Reptile,Alia,2012,DD,NO,
Kinosternon oaxacae,Reptile,Alia,2013,DD,NO,
Kinosternon oaxacae,Reptile,Alia,2014,DD,NO,
Kinosternon oaxacae,Reptile,Alia,2015,DD,NO,
